"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","68911","test @Regression","chromium","Mon Jul 07 12:40:07 IST 2025","passed","Mon Jul 07 12:41:16 IST 2025","","POST_ONBRD.spec.ts","",""
